Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags
2021-05-19 05:00:03,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394880506580279300,asyrafadek,129,Twitter for iPhone,1,[]
2021-05-19 04:59:02,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394880252908736513,rfnzwa,129,Twitter for Android,1,[]
2021-05-19 04:58:40,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394880159178629121,taufekJr,129,Twitter for Android,1,[]
2021-05-19 04:56:43,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394879670051500036,feistypeanutt,129,Twitter for iPhone,1,[]
2021-05-19 04:52:38,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394878642237296640,ch33s3facts,129,Twitter for Android,1,[]
2021-05-19 04:47:42,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394877399838248960,Sylarius,129,Twitter for Android,1,[]
2021-05-19 04:39:47,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394875409418711042,zaty_32,129,Twitter for Android,1,[]
2021-05-19 04:37:56,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394874943817482243,mijetspie,129,Twitter for iPhone,1,[]
2021-05-19 04:35:40,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394874373698318339,firrdausyahaya,129,Twitter for Android,1,[]
2021-05-19 04:18:39,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394870089845862404,marioskyjuice,129,Twitter for iPhone,1,[]
2021-05-19 04:17:39,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394869837046767621,CheemunNg,129,Twitter for Android,1,[]
2021-05-19 04:17:05,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394869696717934597,Zalea_Aris,129,Twitter for Android,1,[]
2021-05-19 04:14:15,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394868981140398080,mm2zmm,129,Twitter for Android,1,[]
2021-05-19 04:12:18,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394868492839493637,aaarrriiifff_,129,Twitter for Android,1,[]
2021-05-19 04:11:34,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394868307400876033,pendrxgxn,129,Twitter for Android,1,[]
2021-05-19 04:02:03,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394865910918250509,PaieGenius,129,Twitter for iPhone,1,[]
2021-05-19 04:01:23,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394865742634315786,HhPixels,129,Twitter for Android,1,[]
2021-05-19 04:01:12,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394865699143651330,DaitoG7,129,Twitter for iPhone,1,[]
2021-05-19 04:00:54,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394865621544759299,frhlyna,129,Twitter for iPhone,1,[]
2021-05-19 03:59:53,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394865368800272385,JatPengaturcara,129,Twitter for Android,1,[]
2021-05-19 03:57:02,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394864648617283584,offzone_,129,Twitter for iPhone,1,[]
2021-05-19 03:53:28,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394863751338233858,ajikzaini,129,Twitter for Android,1,[]
2021-05-19 03:50:07,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394862908228603906,aizamy1234,129,Twitter for Android,1,[]
2021-05-19 03:31:20,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394858180169981956,rotipeeta,129,Twitter for Android,1,[]
2021-05-19 03:30:48,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394858048506589184,sadkoyangie,129,Twitter for Android,1,[]
2021-05-19 03:12:28,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394853432889065473,pidutDin,129,Twitter for Android,1,[]
2021-05-19 03:09:22,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394852653805432834,Kevin_dawn1,129,Twitter for Android,1,[]
2021-05-19 03:07:25,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394852165085061122,datopanglimaa,129,Twitter for Android,1,[]
2021-05-19 03:06:53,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394852029265178626,ndamoeba,129,Twitter for Android,1,[]
2021-05-19 03:06:15,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394851870548520960,azrakedavra,129,Twitter for Android,1,[]
2021-05-19 03:04:32,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394851435968299008,kebin_ng,129,Twitter for iPhone,1,[]
2021-05-19 03:03:36,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394851203154997248,KingHazimi,129,Twitter for Android,1,[]
2021-05-19 03:03:22,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394851144745115650,atiraazman_,129,Twitter for iPhone,1,[]
2021-05-19 03:02:21,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394850889924431872,faizfaults,129,Twitter Web App,1,[]
2021-05-19 03:02:00,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394850799105187840,ComicsByVieN,129,Twitter Web App,1,[]
2021-05-19 02:59:23,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394850140339462156,5h4r0n_J,129,Twitter Web App,1,[]
2021-05-19 02:59:04,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394850061188751368,ismadfirdaus,129,Twitter for iPhone,1,[]
2021-05-19 02:54:41,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394848960838356996,kulasfak,129,Twitter for Android,1,[]
2021-05-19 02:53:26,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394848646030524416,DanishL8,129,Twitter for Android,1,[]
2021-05-19 02:53:16,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394848603579904001,youngnaqib,129,Twitter for iPhone,1,[]
2021-05-19 02:51:07,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394848062221262856,monsieurkemall,129,Twitter for Android,1,[]
2021-05-19 02:50:31,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394847912014671876,adifitri33,129,Twitter Web App,1,[]
2021-05-19 02:50:05,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394847800211513344,uglyluhan,129,Twitter for Android,1,[]
2021-05-19 02:28:50,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394842453807538180,ajhadzmy,129,Twitter for iPhone,1,[]
2021-05-19 02:28:24,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394842342570352647,suzensubadar,129,Twitter for Android,1,[]
2021-05-19 02:24:38,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394841395471343618,PowieSarah,129,Twitter for iPhone,1,[]
2021-05-19 02:23:30,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394841111592542209,0WH0,129,Twitter for Android,1,[]
2021-05-19 02:22:34,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394840876841504770,tunkaipoh,129,Twitter for Android,1,[]
2021-05-19 02:19:03,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394839990455005184,n4vin,129,Twitter for iPhone,1,[]
2021-05-19 02:15:10,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394839012141985794,raiwada_,129,Twitter for Android,1,[]
2021-05-19 02:11:34,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394838106184896512,foxxxyyyyyyy,129,Twitter for iPhone,1,[]
2021-05-19 02:08:33,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394837350262337537,snfrrr,129,Twitter for Android,1,[]
2021-05-19 02:08:07,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394837242015752195,niayons,129,Twitter for Android,1,[]
2021-05-19 02:07:52,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394837177389834246,ajim_gust,129,Twitter for iPhone,1,[]
2021-05-19 02:05:46,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394836646843994112,hanifrodili,129,Twitter for Android,1,[]
2021-05-19 02:05:36,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394836606599647232,ajipkasa,129,Twitter for Android,1,[]
2021-05-19 02:05:03,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394836467554213890,iamainf4uzi,129,Twitter for iPhone,1,[]
2021-05-19 02:04:21,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394836290118455296,benelliavelvet,129,Twitter Web App,1,[]
2021-05-19 02:02:50,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394835911158886404,nizambakeri,129,Twitter for Android,1,[]
2021-05-19 01:55:44,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394834121977831426,jsadiq,129,Twitter for Android,1,[]
2021-05-19 01:45:16,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394831489800445954,HakimiAzmi96,129,Twitter for Android,1,[]
2021-05-19 01:18:17,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394824700287614978,Michellelanious,129,Twitter for Android,1,[]
2021-05-19 00:51:24,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394817933998641152,RaymondRahman,129,Twitter for Android,1,[]
2021-05-19 00:50:27,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394817693027475456,nraimano,129,Twitter for Android,1,[]
2021-05-19 00:48:56,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394817312415305728,rejaie,129,Twitter for iPhone,1,[]
2021-05-19 00:47:20,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394816909518901248,littlelight05_,129,Twitter for Android,1,[]
2021-05-19 00:47:18,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394816901897805825,Wan_Imeranz,129,TweetDeck,1,[]
2021-05-19 00:46:08,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394816609395507201,Iksterror,129,Twitter for Android,1,[]
2021-05-19 00:44:08,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394816102866198528,IamNeyzam_jr,129,Twitter for Android,1,[]
2021-05-19 00:38:29,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394814682947493889,NurNajwanS,129,Twitter for iPhone,1,[]
2021-05-19 00:37:06,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394814336175013890,mehkemari,129,Twitter for iPhone,1,[]
2021-05-19 00:36:36,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394814207602819076,sofiaabdullah__,129,Twitter for iPhone,1,[]
2021-05-19 00:36:09,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394814096239861764,bigcursedboii,129,Twitter for Android,1,[]
2021-05-19 00:34:35,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394813699609661440,farhanadilaa,129,Twitter for iPhone,1,[]
2021-05-19 00:34:28,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394813674242539527,Ismailhdytllh,129,Twitter for Android,1,[]
2021-05-19 00:34:10,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394813597650284546,pisau_tembaga,129,Twitter for Android,1,[]
2021-05-19 00:34:01,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394813560237133827,duchessofgp,129,Twitter for Android,1,[]
2021-05-19 00:33:40,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394813471049490432,darkgureum,129,Twitter for Android,1,[]
2021-05-19 00:32:57,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394813290211991552,anthraxxxx,129,Twitter for Android,1,[]
2021-05-19 00:30:28,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394812663771717632,ihsanmhdilham,129,Twitter for iPhone,1,[]
2021-05-19 00:30:07,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394812577046175745,ArasyAshHaikal,129,Twitter for Android,1,[]
2021-05-19 00:29:13,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394812350629220355,asyrafkamsani,129,Twitter for iPhone,1,[]
2021-05-19 00:28:41,b'RT @1Obefiend: \xe2\x80\x9cKalau betul orang Israel benci serangan Gaza kenapa mereka tak demo bantah?\xe2\x80\x9d\n\nBro kita dekat Malaysia benci pembalakan dan\xe2\x80\xa6',1394812218345238537,asyrafali14,129,Twitter for Android,1,[]
